Ingrediente Buscado;Produto Encontrado;Preço (R$);Unidade;Mercado;Link;Data da Coleta
"linguiça calabresa";"Linguiça tipo calabresa Seara 2,5kgo médio 2.5 kg Valor do kg: onar";57,25;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-tipo-calabresa-seara-2-5kg;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Calabresa Sadia 2,5kg";59,80;5kg;Atacadão;https://www.atacadao.com.br/linguica-calabresa-sadia-21978-35594/p;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Calabresa Aurora Congelada 2,5kg";59,90;5kg;Atacadão;https://www.atacadao.com.br/linguica-calabresa-aurora-congelada-pacote-com-2-5kg-73151-35304/p;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Calabresa Aurora Resfriada 2,5kg";59,90;5kg;Atacadão;https://www.atacadao.com.br/linguica-calabresa-aurora-resfriada-11875-35319/p;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Calabresa Defumada Perdigão Pacote 2,5kgcionar";61,00;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/ling-calabresa-perdigao-pct-kg;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Calabresa Perdigão 2,5kg";64,50;5kg;Atacadão;https://www.atacadao.com.br/linguica-calabresa-perdigao-50701-35533/p;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Calabresa Reta Perdigão Pacote 2,5kgo médio 2.5 kg Valor do kg: onar";69,75;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-calabresa-reta-perdigao-2-5kg-31292;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Calabresa Reta Aurora Pacote 3kgo médio 3 kg Valor do kg: onar";74,70;3kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-calabresa-reta-aurora-kg-95;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Calabresa Aurora Resfriada 5kg";99,90;5kg;Atacadão;https://www.atacadao.com.br/linguica-calabresa-aurora-resfriada-5323-35325/p;2026-03-21 21:49:16
"linguiça calabresa";"Linguiça Tipo Calabresa Sadia 5kg";109,00;5kg;Atacadão;https://www.atacadao.com.br/linguica-tipo-calabresa-sadia-94857-45144/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Pérola 500gpartir de 2 unidadesregras";8,90;500g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-congelada-perola-500g;2026-03-21 21:49:16
"linguiça toscana";"Pão Bolinha Linguiça Toscana Queijo Zinho Pacote 300gpartir de 3 unidadesregras";12,90;300g;Tenda Atacado;https://www.tendaatacado.com.br/produto/pao-bolinha-linguica-toscana-queijo-zinho-pacote-300g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Aurora Cong Alho e Ervas 500g";13,76;500g;Atacadão;https://www.atacadao.com.br/linguica-toscana-aurora-congelada-alho-e-ervas-80710-36626/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Sadia Congelada 700g";13,90;700g;Atacadão;https://www.atacadao.com.br/linguica-toscana-sadia-congelada-86374-36784/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Fina Sabor de Bragança 500go médio 0.5 kg Valor do kg: onar";13,95;500g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-fina-sabor-de-braganca-500g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Fina Apimentada Sabor de Bragança 500go médio 0.5 kg Valor do kg: onar";13,95;500g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-fina-apimentada-sabor-de-braganca-500g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Seara Congelada 600g";14,50;600g;Atacadão;https://www.atacadao.com.br/linguica-toscana-seara-congelada-9855-59241/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça toscana Seara - 600gcionar";14,90;600g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-seara-600g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Pamplona Congelada 880g";14,90;880g;Atacadão;https://www.atacadao.com.br/linguica-toscana-pamplona-congelada-pacote-com-880g-83951-36741/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Frimesa Congelada 600g";14,90;600g;Atacadão;https://www.atacadao.com.br/linguica-toscana-frimesa-congelada-74549-36695/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Churrasco Copacol Congelada 700g";14,90;700g;Atacadão;https://www.atacadao.com.br/linguica-churrasco-copacol-congelada-3496-56446/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Frimesa 600gpartir de 2 unidadesregras";15,90;600g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-congelada-frimesa-600g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Perdigão Nabrasa 700g";15,97;700g;Atacadão;https://www.atacadao.com.br/linguica-toscana-perdigao-nabrasa-9975-59299/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Perdigão NaBrasa Apimentada 1kgcionar";17,77;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-perdigao-apimentada-pct-1kg-3011;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Perdigão Nabrasa Apimentada 700g";19,80;700g;Atacadão;https://www.atacadao.com.br/linguica-toscana-perdigao-nabrasa-apimentada-9978-59301/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Aurora 700gpartir de 2 unidadesregras";19,90;700g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-congelada-aurora-700g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Aurora Congelada 700g";19,90;700g;Atacadão;https://www.atacadao.com.br/linguica-toscana-aurora-congelada-95487-45459/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Na Brasa Perdigão 700gpartir de 2 unidadesregras";20,90;700g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-na-brasa-perdigao-700g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Apimentada Na Brasa Perdigão 700gpartir de 2 unidadesregras";20,90;700g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-apimentada-na-brasa-perdigao-700g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Sadia 700gpartir de 2 unidadesregras";20,90;700g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-congelada-sadia-700g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Aurora Premium Sabor Cerveja e Cebola Caramelizada 500gpartir de 2 unidadesregras";20,90;500g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-sabor-cerveja-e-cebola-caramelizada-aurora-premium-500g;2026-03-21 21:49:16
"linguiça toscana";"Espeto de Linguiça Toscana Congelado TC 600gcionar";21,90;600g;Tenda Atacado;https://www.tendaatacado.com.br/produto/espeto-de-linguica-toscana-congelado-tc-600g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada NaBrasa Perdigão com Queijo 600gpartir de 2 unidadesregras";24,90;600g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-congelada-com-queijo-perdigao-600g;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada NaBrasa Perdigão com Alho e Ervas 600gpartir de 2 unidadesregras";24,90;600g;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-com-alho-e-ervas-na-brasa-perdigao-600g-29415;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Sabor Bragança Congelada 3kg";57,90;3kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-sabor-braganca-congelada-74947-36773/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Pérola 5Kgcionar";62,45;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-congelada-perola-5kg;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Pérola Congelada 5kg";64,50;5kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-perola-congelada-96428-46433/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Pamplona Congelada 4kg";68,50;4kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-pamplona-congelada-pacote-com-4kg-83950-36739/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Frimesa Congelada 5kg";69,90;5kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-frimesa-congelada-pacote-com-5kg-71972-38523/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Alegra Congelada 5kg";69,90;5kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-alegra-congelada-92763-43235/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Frimesa Pacote 5kgo médio 5 kg Valor do kg: onar";79,90;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/ling-toscana-cong-frimesa-kg;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Tchê Congelada 5kg";79,95;5kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-tche-congelada-72125-36827/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Seara Congelada 5kg";89,90;5kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-seara-congelada-98068-48048/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Aurora Pacote 5kgo médio 5 kg Valor do kg: onar";91,90;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-aurora-kg-64;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Aurora Congelada 5kg";104,90;5kg;Atacadão;https://www.atacadao.com.br/;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Congelada Sadia Pacote 5kgo médio 5 kg Valor do kg: onar";107,50;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-sadia-kg-86;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Sadia Congelada 5kg";109,00;5kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-sadia-congelada-22113-36789/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Nabrasa Perdigão Congelada 5kg";118,90;5kg;Atacadão;https://www.atacadao.com.br/linguica-toscana-nabrasa-perdigao-congelada-26287-36704/p;2026-03-21 21:49:16
"linguiça toscana";"Linguiça Toscana Na Brasa Perdigão 5Kgcionar";119,50;5kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-toscana-na-brasa-perdigao-5kg;2026-03-21 21:49:16
"pernil suíno";"Pernil Suíno Com Osso Resfriado 500go médio 0.5 kg Valor do kg: onar";8,45;500g;Tenda Atacado;https://www.tendaatacado.com.br/produto/pernil-suino-com-osso-resfriado-500g;2026-03-21 21:49:16
"pernil suíno";"Pernil Suíno Sem Osso Resfriado 500go médio 0.5 kg Valor do kg: onar";9,45;500g;Tenda Atacado;https://www.tendaatacado.com.br/produto/pernilsuino-sem-osso-resfriado-500g;2026-03-21 21:49:16
"pernil suíno";"Jerked suíno Seara 400gpartir de 2 unidadesregras";11,69;400g;Tenda Atacado;https://www.tendaatacado.com.br/produto/jerked-suino-seara-400g;2026-03-21 21:49:16
"pernil suíno";"Pernil Suíno salgado 400go médio 0.4 kg Valor do kg: onar";13,00;400g;Tenda Atacado;https://www.tendaatacado.com.br/produto/carne-suina-salgada-kg;2026-03-21 21:49:16
"pernil suíno";"Carne Suína Pernil Prieto Salgada 400g";14,90;400g;Atacadão;https://www.atacadao.com.br/;2026-03-21 21:49:16
"pernil suíno";"Linguiça Pernil Seara Congelada 600g";14,99;600g;Spani Atacadista;https://www.spanionline.com.br/produto/14884/linguica-pernil-seara-congelada-600g;2026-03-21 21:49:16
"pernil suíno";"Produto indisponível Pertence Suíno Salgado Para Feijoada Seara 600g";23,21;600g;Spani Atacadista;https://www.spanionline.com.br/produto/15165/pertence-suino-salgado-para-feijoada-seara-600g;2026-03-21 21:49:16
"pernil suíno";"Linguiça De Pernil Seara 1kg";25,33;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/1139/linguica-de-pernil-seara-1kg;2026-03-21 21:49:16
"pernil suíno";"Pernil Suíno s/osso Resfriado Pamplona Temperado 900go médio 0.9 kg Valor do kg: onar";26,01;900g;Tenda Atacado;https://www.tendaatacado.com.br/produto/pernil-suino-temperado-sem-osso-pamplona-0-9kg-24801;2026-03-21 21:49:16
"pernil suíno";"Linguiça de Pernil Congelada Sabor de Bragança com Pimenta 1kgcionar";27,90;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-pernil-pimenta-sabor-de-braganca-1kg-20217;2026-03-21 21:49:16
"pernil suíno";"Linguiça de Pernil Congelada Sabor de Bragança com Bacon 1kgcionar";27,90;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-pernil-suino-com-bacon-sabor-de-braganca-1kg-20219;2026-03-21 21:49:16
"pernil suíno";"Linguiça de Pernil Congelada Sabor de Bragança com Azeitona 1kgcionar";27,90;1kg;Tenda Atacado;https://www.tendaatacado.com.br/produto/linguica-pernil-com-azeitona-sabor-de-braganca-1kg-20213;2026-03-21 21:49:16
"pernil suíno";"Linguiça De Pernil Com Alho Bragança Congelado 1kg";33,90;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/1132/linguica-de-pernil-com-alho-braganca-congelado-1kg;2026-03-21 21:49:16
"pernil suíno";"Linguiça De Pernil Com Bacon Bragança Congelado 1kg";33,90;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/1134/linguica-de-pernil-com-bacon-braganca-congelado-1kg;2026-03-21 21:49:16
"pernil suíno";"Linguiça De Pernil Com Pimenta Bragança Congelado 1kg";33,90;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/1135/linguica-de-pernil-com-pimenta-braganca-congelado-1kg;2026-03-21 21:49:16
"pernil suíno";"Linguiça De Pernil Com Provolone Bragança Congelado 1kg";33,90;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/1136/linguica-de-pernil-com-provolone-braganca-congelado-1kg;2026-03-21 21:49:16
"pernil suíno";"Ling Pernil Cuiabana Brag 1kg";36,90;1kg;Spani Atacadista;https://www.spanionline.com.br/produto/12337/ling-pernil-cuiabana-brag-1kg;2026-03-21 21:49:16
